A1F7YU6O5RU432,B001VJ0B0I,4.0,0.0673906048906049
A1F7YU6O5RU432,B002CJIPEK,5.0,0.19371428571428573
A1F7YU6O5RU432,B004SBMU9Q,4.0,-0.11576852266507437
A3G19B09K43OAK,B001F2GDO4,4.0,0.32625
A3G19B09K43OAK,B002CJIPEK,5.0,0.172
A1W5BAOQS9GH55,B0006345PM,5.0,0.2119047619047619
A1W5BAOQS9GH55,B0018CJYTC,1.0,0.075
A1W5BAOQS9GH55,B002ZNW346,4.0,0.06666666666666667
ANYN0OXBYVH42,B001VIY9KW,5.0,0.2456767676767677
ANYN0OXBYVH42,B003P9XGDG,5.0,0.05666666666666668
A3URUSH4PLXIXC,B004QM0OFY,4.0,0.1814814814814815
A3URUSH4PLXIXC,B006BU77F4,5.0,0.2335034013605442
A3ARJMJWXMD8YZ,B0009F84HW,5.0,0.0721833721833722
A3ARJMJWXMD8YZ,B0019CTOKA,5.0,0.1966889880952381
A2T7A3HZECEK2M,B001F2I9YG,5.0,0.225
A2T7A3HZECEK2M,B001F2KB4C,5.0,0.0
A2T7A3HZECEK2M,B004QM0OFY,5.0,0.10000000000000002
A31G6R6ZDTPY6B,B000QSN238,5.0,0.0880952380952381
A31G6R6ZDTPY6B,B000W5SLB8,4.0,0.20598006644518274
A31G6R6ZDTPY6B,B001S9F2MS,4.0,0.04416666666666667
A31G6R6ZDTPY6B,B0048Z6UZC,5.0,0.18700328407224961
A3JG7AI04D3NXW,B005ATVY88,5.0,0.55
A3JG7AI04D3NXW,B006TJV1PY,5.0,0.18708333333333332
A3NMA3O12F7LKK,B000633M38,5.0,0.27708333333333335
A3NMA3O12F7LKK,B0006345QG,5.0,0.4600000000000001
A31V4ZMS8Q1VYC,B0040BDYZS,5.0,0.9333333333333332
A31V4ZMS8Q1VYC,B0089A5R9C,5.0,0.3952777777777778
A12QE7CVBVRJ0P,B0009YYSVO,5.0,0.1225
A12QE7CVBVRJ0P,B0026LIX50,5.0,0.1442857142857143
A12QE7CVBVRJ0P,B005KSPVQ0,5.0,0.08766233766233768
A2PN55MTK1BIL5,B000A3SJ8W,4.0,0.207
